exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
2026,2026年,11,single,法令・制度,otsu4-sample-11;危険物に関する法令;kikenbutsu_otsu4.pdf;p6;過去問;乙4,法令上、危険物保安監督者を定めなければならない製造所等に該当するものとして、次のうち正しいものはどれか。,,,,,,指定数量の倍数が30の屋外貯蔵所,指定数量の倍数が30を超える危険物を容器に詰め替える一般取扱所,指定数量の倍数が30を超える移動タンク貯蔵所,指定数量の倍数が30を超える引火点が40℃以上の第４類の危険物のみを取り扱う販売取扱所,指定数量の倍数が30を超える引火点が40℃以上の第４類の危険物のみを貯蔵する屋内タンク貯蔵所,2,FALSE,FALSE,,正解は選択肢（2）です。指定数量の倍数が30を超える危険物を容器に詰め替える一般取扱所では、保安監督者の選任が必要です。倍数がちょうど30の施設や、第4類のみ・移動タンクのみでは本問の正答条件と一致しません。 倍数が30「ちょうど」の屋外貯蔵所は、30を超える場合と区別されます。 移動タンク貯蔵所は別の選任要件で整理され、本問の正答とは異なります。 引火点40℃以上の第4類のみの販売取扱所は、詰替え一般取扱所の条件と異なります。 屋内タンクで第4類のみ・倍数30超でも、正答は詰替え一般取扱所です。,危険物保安監督者を置く製造所等の該当を問う問題です。,指定数量の倍数が30を超える危険物を容器に詰め替える一般取扱所では、保安監督者の選任が必要です。倍数がちょうど30の施設や、第4類のみ・移動タンクのみでは本問の正答条件と一致しません。,1:倍数が30「ちょうど」の屋外貯蔵所は、30を超える場合と区別されます。;3:移動タンク貯蔵所は別の選任要件で整理され、本問の正答とは異なります。;4:引火点40℃以上の第4類のみの販売取扱所は、詰替え一般取扱所の条件と異なります。;5:屋内タンクで第4類のみ・倍数30超でも、正答は詰替え一般取扱所です。,保安監督者は施設の種類と指定数量倍数の組合せで判断します。「30超」「詰替え」「一般取扱所」をキーワードに。,field:法令・制度;terms:用語解説一覧
2026,2026年,12,single,法令・制度,otsu4-sample-12;危険物に関する法令;kikenbutsu_otsu4.pdf;p7;過去問;乙4,法令上、移動タンク貯蔵所による危険物の貯蔵、取扱い及び移送について、次のうち誤っているものはどれか。,,,,,,移動タンク貯蔵所には完成検査済証を備え付けておかなければならない。,危険物取扱者が乗車しなければならないのは、危険等級Ⅰの危険物を移送する場合のみである。,危険物の移送のため乗車している危険物取扱者は免状を携帯していなければならない。,移動貯蔵タンクから引火点が40℃未満の危険物を他のタンクに注入するときは、移動タンク貯蔵所の原動機を停止させなければならない。,移送のため乗車している危険物取扱者は、移動タンク貯蔵所の走行中に消防吏員から停止を命じられ、免状の提示を求められたら、これに従わなければならない。,2,FALSE,FALSE,,正解は選択肢（2）です。危険物取扱者の乗車義務は危険等級Ⅰに限られません。「Ⅰの場合のみ乗車」という記述は誤りで、これが本問の正答です。 完成検査済証を備え付ける、という義務は移動タンク貯蔵所の正しい要件です。 移送に乗車する取扱者は免状を携帯する、という記述も法令どおりです。 引火点40℃未満の危険物を他タンクへ注入するとき原動機を停止する、という注意も正しい内容です。 消防吏員の停止・免状提示の要求に従う、という記述も正しく、乗車範囲の誤りではありません。,移動タンク貯蔵所の貯蔵・移送に関する誤った記述を選ぶ問題です。,危険物取扱者の乗車義務は危険等級Ⅰに限られません。「Ⅰの場合のみ乗車」という記述は誤りで、これが本問の正答です。,1:完成検査済証を備え付ける、という義務は移動タンク貯蔵所の正しい要件です。;3:移送に乗車する取扱者は免状を携帯する、という記述も法令どおりです。;4:引火点40℃未満の危険物を他タンクへ注入するとき原動機を停止する、という注意も正しい内容です。;5:消防吏員の停止・免状提示の要求に従う、という記述も正しく、乗車範囲の誤りではありません。,移動タンクは「検査済証」「移送時の乗車・免状携帯」「注入時の原動機停止」がセットです。乗車が危険等級Ⅰだけ、という限定表現が誤りのポイントです。,field:法令・制度;terms:用語解説一覧
2026,2026年,13,single,法令・制度,otsu4-sample-13;危険物に関する法令;kikenbutsu_otsu4.pdf;p7;過去問;乙4,法令上、製造所等のうち政令で定める規模のものは、市町村長等が行う保安に関する検査を受けなければならないが、この検査の対象となる製造所等のみの組合せとして、次のうち正しいものはどれか。,,,,,,地下タンク貯蔵所 給油取扱所,屋外タンク貯蔵所 移送取扱所,地下タンク貯蔵所 屋外タンク貯蔵所,製造所 給油取扱所,製造所 移送取扱所,2,FALSE,FALSE,,正解は選択肢（2）です。屋外タンク貯蔵所と移送取扱所の組合せが、検査対象として正しい組合せです。地下タンクと給油取扱所のみ、製造所と移送のみなどは本問の正答ではありません。 地下タンク貯蔵所と給油取扱所の組合せは、検査対象の組合せとして誤りです。 地下タンクと屋外タンクの組合せも正答ではありません。 製造所と給油取扱所の組合せは該当しません。 製造所と移送取扱所のみでは、正答の組合せと一致しません。,政令規模の製造所等が受ける保安検査の対象施設の組合せを問う問題です。,屋外タンク貯蔵所と移送取扱所の組合せが、検査対象として正しい組合せです。地下タンクと給油取扱所のみ、製造所と移送のみなどは本問の正答ではありません。,1:地下タンク貯蔵所と給油取扱所の組合せは、検査対象の組合せとして誤りです。;3:地下タンクと屋外タンクの組合せも正答ではありません。;4:製造所と給油取扱所の組合せは該当しません。;5:製造所と移送取扱所のみでは、正答の組合せと一致しません。,保安検査は施設の種類と規模の組合せで出題されます。屋外タンク・移送取扱所のセットを覚えておきましょう。,field:法令・制度;terms:用語解説一覧
2026,2026年,14,single,法令・制度,otsu4-sample-14;危険物に関する法令;kikenbutsu_otsu4.pdf;p8;過去問;乙4,法令上、運搬容器の外部に表示する注意事項として、次のうち正しいものはどれか。,,,,,,第２類の危険物にあっては、「衝撃注意」,第３類の危険物にあっては、「火気・衝撃注意」,第４類の危険物にあっては、「火気厳禁」,第５類の危険物にあっては、「取扱注意」,第６類の危険物にあっては、「火気注意」,3,FALSE,FALSE,,正解は選択肢（3）です。第4類の危険物の運搬容器には「火気厳禁」と表示します。第2類の衝撃注意、第3類の火気・衝撃、第5・6類の表示とは異なります。 「衝撃注意」は第2類向けの表示であり、第4類の正しい表示ではありません。 「火気・衝撃注意」は第3類向けです。 「取扱注意」は第5類向けの表示です。 「火気注意」は第6類向けであり、第4類の表示ではありません。,運搬容器の外部表示（注意事項）のうち、第4類として正しいものを問う問題です。,第4類の危険物の運搬容器には「火気厳禁」と表示します。第2類の衝撃注意、第3類の火気・衝撃、第5・6類の表示とは異なります。,1:「衝撃注意」は第2類向けの表示であり、第4類の正しい表示ではありません。;2:「火気・衝撃注意」は第3類向けです。;4:「取扱注意」は第5類向けの表示です。;5:「火気注意」は第6類向けであり、第4類の表示ではありません。,類ごとの運搬表示は丸暗記対象です。「火気厳禁＝第4類」を他類と混同しないよう表で整理してください。,field:法令・制度;terms:用語解説一覧
2026,2026年,15,single,法令・制度,otsu4-sample-15;危険物に関する法令;kikenbutsu_otsu4.pdf;p8;過去問;乙4,法令上、顧客に自ら給油等をさせる給油取扱所において、灯油を取り扱うために顧客が使用する顧客用固定注油設備に彩色を施す場合の色として、次のうち正しいものはどれか。,,,,,,赤色,青色,白色,黄色,緑色,2,FALSE,FALSE,,正解は選択肢（2）です。顧客に自ら給油等をさせる給油取扱所で、灯油用の顧客用固定注油設備に施す彩色は青色です。ガソリン等との誤操作防止のため、色分けが定められています。 赤色は灯油用の定めではありません。 白色のみでは区分が不十分です。 黄色は本設備の定めの色ではありません。 緑色も該当しません。,セルフ給油の顧客用灯油注油設備の表示色を問う問題です。,顧客に自ら給油等をさせる給油取扱所で、灯油用の顧客用固定注油設備に施す彩色は青色です。ガソリン等との誤操作防止のため、色分けが定められています。,1:赤色は灯油用の定めではありません。;3:白色のみでは区分が不十分です。;4:黄色は本設備の定めの色ではありません。;5:緑色も該当しません。,給油取扱所の色分け（灯油＝青など）は実務・試験の両方で重要です。他の油種の色と混同しないよう確認してください。,field:法令・制度;terms:用語解説一覧
2026,2026年,16,single,物性・化学,otsu4-sample-16;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p9;過去問;乙4,次の組合せのうち、燃焼が起こらないものはどれか。,,,,,,静電気火花 ………… ヘリウム ……………… 酸素,ライターの炎 ……… 水素 …………………… 空気,酸化熱 ……………… 天ぷらの揚げかす …… 酸素,電気火花 …………… 一酸化炭素 …………… 空気,衝撃火花 …………… 二硫化炭素 …………… 酸素,1,FALSE,FALSE,,正解は選択肢（1）です。静電気火花・ヘリウム・酸素の組合せでは、ヘリウムは不燃性ガスであり可燃物になりません。燃焼反応は成立しないため、これが正答です。 水素と空気は可燃物と酸化剤が揃い、着火源があれば燃焼し得ます。 揚げかすと酸素は燃焼し得る組合せです。 一酸化炭素と空気も燃焼可能な組合せです。 二硫化炭素と酸素は燃焼しやすい組合せです。,燃焼三要素（着火源・可燃物・酸素）の組合せのうち、燃焼が起こらないものを選ぶ問題です。,静電気火花・ヘリウム・酸素の組合せでは、ヘリウムは不燃性ガスであり可燃物になりません。燃焼反応は成立しないため、これが正答です。,2:水素と空気は可燃物と酸化剤が揃い、着火源があれば燃焼し得ます。;3:揚げかすと酸素は燃焼し得る組合せです。;4:一酸化炭素と空気も燃焼可能な組合せです。;5:二硫化炭素と酸素は燃焼しやすい組合せです。,燃焼の可否は「可燃物かどうか」で判断します。不燃性ガス（ヘリウム・窒素等）を含む肢を探す癖をつけましょう。,field:物性・化学;terms:用語解説一覧
2026,2026年,17,single,物性・化学,otsu4-sample-17;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p9;過去問;乙4,燃焼について記述した次の文章の下線部分【Ａ】～【Ｃ】のうち、誤っているもののみをすべて掲げているものはどれか。「燃焼とは、一般に【Ａ】熱と光の発生を伴う【Ｂ】分解反応のことをいう。燃焼が始まるためには、原則として可燃物、【Ｃ】酸素供給源、点火源の３つが同時に存在することが必要である。 」,,,,,,Ｂ,Ｃ,Ａ、Ｂ,Ａ、Ｃ,Ａ、Ｂ、Ｃ,1,FALSE,FALSE,,正解は選択肢（1）です。燃焼は一般に発熱・発光を伴う酸化反応であり、分解反応とする【Ｂ】が誤りです。したがって誤っているもののみを示すのは【Ｂ】（選択肢1）です。 【Ｃ】のみが誤りという組合せは不正確です。誤りは【Ｂ】にあります。 【Ａ】は発熱・発光の記述として妥当であり、誤りのみを示す組合せではありません。 【Ａ】【Ｃ】を誤りとする組合せは、定義の誤り（【Ｂ】）を見落としています。 すべてを誤りとする組合せは過剰です。誤っているのは【Ｂ】のみです。,燃焼の定義文における誤記（Ａ〜Ｃ）の組合せを選ぶ問題です。,燃焼は一般に発熱・発光を伴う酸化反応であり、分解反応とする【Ｂ】が誤りです。したがって誤っているもののみを示すのは【Ｂ】（選択肢1）です。,2:【Ｃ】のみが誤りという組合せは不正確です。誤りは【Ｂ】にあります。;3:【Ａ】は発熱・発光の記述として妥当であり、誤りのみを示す組合せではありません。;4:【Ａ】【Ｃ】を誤りとする組合せは、定義の誤り（【Ｂ】）を見落としています。;5:すべてを誤りとする組合せは過剰です。誤っているのは【Ｂ】のみです。,燃焼＝酸化反応、発熱・発光を伴う、という定義を確実に言えるようにしてください。,field:物性・化学;terms:用語解説一覧
2026,2026年,18,single,物性・化学,otsu4-sample-18;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p10;過去問;乙4,次の文の【 】内に当てはまる語句として、正しいものはどれか。「一般に、可燃性液体から発生する蒸気に口火（着火源）を近づけたときに引火する液体の最低温度を【 】という。」,,,,,,燃焼点,三重点,発火点,引火点,沸点,4,FALSE,FALSE,,正解は選択肢（4）です。該当する用語は引火点です。発火点・燃焼点・沸点・三重点とは定義が異なります。 燃焼点は液体表面が燃焼し続ける温度の目安であり、蒸気の口火温度ではありません。 三重点は固・液・気が共存する条件の話です。 発火点は加熱により表面が発火する温度で、引火点とは区別されます。 沸点は液体が沸騰する温度です。,可燃性液体の蒸気が口火で引火する最低温度の用語を問う問題です。,該当する用語は引火点です。発火点・燃焼点・沸点・三重点とは定義が異なります。,1:燃焼点は液体表面が燃焼し続ける温度の目安であり、蒸気の口火温度ではありません。;2:三重点は固・液・気が共存する条件の話です。;3:発火点は加熱により表面が発火する温度で、引火点とは区別されます。;5:沸点は液体が沸騰する温度です。,引火点・発火点・燃焼点は定義と測定条件が異なります。試験では文脈（蒸気＋口火）で引火点を選びます。,field:物性・化学;terms:用語解説一覧
2026,2026年,19,single,物性・化学,otsu4-sample-19;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p10;過去問;乙4,消火設備に使用される気体の消火剤に関する説明として、次のうち誤っているものはどれか。,,,,,,ハロゲン化物消火剤は、燃焼反応を抑制して消火する効果がある。,窒素ガス消火剤は、火災室内の酸素濃度を低下させて消火する効果がある。,二酸化炭素消火剤は、電気絶縁性に優れていることから電気火災に適している。,不活性ガス消火剤には、二酸化炭素や窒素などがある。,二酸化炭素消火剤は、使用によって室内の二酸化炭素濃度が高くなっても人体に悪影響を及ぼすおそれはない。,5,FALSE,FALSE,,正解は選択肢（5）です。二酸化炭素消火剤は濃度が高くなると人体に有害です。「悪影響のおそれはない」という記述は誤りで、これが正答です。 ハロゲン化物は燃焼反応を抑制して消火する、という作用の説明は正しい内容です。 窒素ガスは酸素濃度を下げて消火する、という説明も気体消火剤の基本原理として妥当です。 二酸化炭素は電気絶縁性に優れ電気火災に適する、という記述も一般的に正しいです。 不活性ガスに二酸化炭素や窒素がある、という分類の説明も誤りではありません。,気体消火剤の説明のうち、誤っているものを選ぶ問題です。,二酸化炭素消火剤は濃度が高くなると人体に有害です。「悪影響のおそれはない」という記述は誤りで、これが正答です。,1:ハロゲン化物は燃焼反応を抑制して消火する、という作用の説明は正しい内容です。;2:窒素ガスは酸素濃度を下げて消火する、という説明も気体消火剤の基本原理として妥当です。;3:二酸化炭素は電気絶縁性に優れ電気火災に適する、という記述も一般的に正しいです。;4:不活性ガスに二酸化炭素や窒素がある、という分類の説明も誤りではありません。,気体消火剤は「何で消すか（抑制・希釈・冷却）」と「人体への影響」をセットで覚えます。CO2は有効だが高濃度では窒息の危険がある点が試験の焦点です。,field:物性・化学;terms:用語解説一覧
2026,2026年,20,single,物性・化学,otsu4-sample-20;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p11;過去問;乙4,自然発火の機構について、次の文中の【 】内のＡ～Ｃに当てはまる語句の組合せとして、正しいものはどれか。「自然発火が開始される機構について分類すると、セルロイドやニトロセルロースなどのように【Ａ】により発熱するもの、活性炭などの炭素粉末類のように【Ｂ】により発熱するもの、ゴム粉や石炭などのように【Ｃ】により発熱するもの、発酵により発熱するもの、重合反応により発熱するものなどがある。」Ａ Ｂ Ｃ,,,,,,吸着 酸化 分解,分解 酸化 吸着,酸化 吸着 分解,吸着 分解 酸化,分解 吸着 酸化,5,FALSE,FALSE,,正解は選択肢（5）です。セルロイド系は分解熱、油布の油分は吸着熱、鉄粉と硫黄の混合は接触（酸化）熱など、例と機構の対応として【分解・吸着・酸化】（選択肢5）が正しい組合せです。 吸着・酸化・分解の順は、例（セルロイド＝分解、油布＝吸着、鉄粉硫黄＝酸化）と一致しません。 分解・酸化・吸着の順も、油布の吸着熱と鉄粉混合物の酸化熱の対応が入れ替わっています。 酸化・吸着・分解の順は、セルロイドの分解熱を先頭に置くなど例との対応がずれます。 吸着・分解・酸化の順では、セルロイドの機構が吸着になってしまい不適です。,自然発火の機構（分解・吸着・酸化）の語句組合せを問う問題です。,セルロイド系は分解熱、油布の油分は吸着熱、鉄粉と硫黄の混合は接触（酸化）熱など、例と機構の対応として【分解・吸着・酸化】（選択肢5）が正しい組合せです。,1:吸着・酸化・分解の順は、例（セルロイド＝分解、油布＝吸着、鉄粉硫黄＝酸化）と一致しません。;2:分解・酸化・吸着の順も、油布の吸着熱と鉄粉混合物の酸化熱の対応が入れ替わっています。;3:酸化・吸着・分解の順は、セルロイドの分解熱を先頭に置くなど例との対応がずれます。;4:吸着・分解・酸化の順では、セルロイドの機構が吸着になってしまい不適です。,自然発火の三分類（分解・吸着・酸化）と代表例をセットで暗記すると確実です。,field:物性・化学;terms:用語解説一覧
2026,2026年,21,single,物性・化学,otsu4-sample-21;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p11;過去問;乙4,静電気に関する説明として、次のうち誤っているものはどれか。,,,,,,良導体に帯電体を近づけると、良導体の帯電体に近い側の表面には帯電体と異種の電荷が現れ、遠い側の表面には帯電体と同種の電荷が現れる。,帯電体に分布している流れのない電気を静電気という。,物体の電荷を検出する装置には、箔検電器がある。,静電気現象が起こるのは、摩擦などによって陽子の移動が起こり、一方が陽子を得て正に、他方が陽子を失い負に帯電するためである。,物体間で電荷のやりとりがあっても、電気量の総和は変わらない。,4,FALSE,FALSE,,正解は選択肢（4）です。静電気の帯電は電子の移動が主であり、陽子の移動による説明は誤りです。摩擦帯電のメカニズムを陽子で説明する（4）は正答です。 誘導により導体表面に異種・同種の電荷が現れる、という説明は静電気の誘導現象として正しいです。 流れのない電気を静電気という、という定義も学理として妥当です。 箔検電器で電荷を検出できる、という説明も正しい内容です。 電荷のやりとりがあっても電気量の総和は変わらない、というのは電荷保存の法則どおりです。,静電気に関する説明の誤りを選ぶ問題です。,静電気の帯電は電子の移動が主であり、陽子の移動による説明は誤りです。摩擦帯電のメカニズムを陽子で説明する（4）は正答です。,1:誘導により導体表面に異種・同種の電荷が現れる、という説明は静電気の誘導現象として正しいです。;2:流れのない電気を静電気という、という定義も学理として妥当です。;3:箔検電器で電荷を検出できる、という説明も正しい内容です。;5:電荷のやりとりがあっても電気量の総和は変わらない、というのは電荷保存の法則どおりです。,摩擦帯電は「電子が移動して一方がマイナス、他方がプラス」です。陽子が移動する、という説明は金属の導電の話と混同しやすいので注意しましょう。,field:物性・化学;terms:用語解説一覧
2026,2026年,22,single,物性・化学,otsu4-sample-22;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p12;過去問;乙4,水素（H2）、炭素（C）、プロパン（C3H8）の燃焼熱がそれぞれ286 kJ/mol、394 kJ/mol、2219 kJ/molである場合、プロパンの生成熱として正しいものは次のうちどれか。なお、それぞれが完全燃焼する場合の化学反応式は、下記のとおりである。2H2 ＋ O2 → 2H2OC ＋ O2 → CO2C3H8 ＋ 5O2 → 3CO2＋4H2O,,,,,,107 kJ/mol,215 kJ/mol,1539 kJ/mol,2899 kJ/mol,4545 kJ/mol,1,FALSE,FALSE,,正解は選択肢（1）です。生成熱は反応熱の関係式（ヘスの法則）により、燃焼熱と単体の燃焼熱から求めます。与えられた数値から計算すると約107 kJ/molとなり、選択肢（1）が正答です。 215 kJ/molは計算過程の誤り（符号・係数）で得られやすい値です。 1539 kJ/molは燃焼熱そのものに近いオーダーで、生成熱ではありません。 2899 kJ/molは足し算の取り違えで出やすい値です。 4545 kJ/molは全燃焼熱の合計に近く、生成熱の定義と異なります。,燃焼熱データからプロパンの生成熱を求める計算問題です。,生成熱は反応熱の関係式（ヘスの法則）により、燃焼熱と単体の燃焼熱から求めます。与えられた数値から計算すると約107 kJ/molとなり、選択肢（1）が正答です。,2:215 kJ/molは計算過程の誤り（符号・係数）で得られやすい値です。;3:1539 kJ/molは燃焼熱そのものに近いオーダーで、生成熱ではありません。;4:2899 kJ/molは足し算の取り違えで出やすい値です。;5:4545 kJ/molは全燃焼熱の合計に近く、生成熱の定義と異なります。,生成熱は「生成反応＝組成反応」の熱化学方程式を書き、燃焼熱の和差で求めます。単位（kJ/mol）と符号に注意。,field:物性・化学;terms:用語解説一覧
2026,2026年,23,single,物性・化学,otsu4-sample-23;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p12;過去問;乙4,単体であるものは、次のうちどれか。,,,,,,水,硫黄,二酸化炭素,灯油,塩化ナトリウム,2,FALSE,FALSE,,正解は選択肢（2）です。硫黄は元素であり単体です。水・二酸化炭素・灯油・塩化ナトリウムは化合物（または混合物）です。 水（H2O）は化合物です。 二酸化炭素は化合物です。 灯油は石油由来の混合物であり単体ではありません。 塩化ナトリウムはイオン結晶の化合物です。,物質の分類のうち、単体（元素）を選ぶ問題です。,硫黄は元素であり単体です。水・二酸化炭素・灯油・塩化ナトリウムは化合物（または混合物）です。,1:水（H2O）は化合物です。;3:二酸化炭素は化合物です。;4:灯油は石油由来の混合物であり単体ではありません。;5:塩化ナトリウムはイオン結晶の化合物です。,単体・化合物・混合物の見分けは基本です。元素記号・分子式が一種類かどうかで判断してください。,field:物性・化学;terms:用語解説一覧
2026,2026年,24,single,物性・化学,otsu4-sample-24;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p13;過去問;乙4,地中に埋設された危険物の金属製配管を電気化学的な腐食から守るために、配管に異種金属を接続する方法がある。配管が鋼製の場合、次のＡ～Ｅに掲げる金属のうち、効果のあるものの組合せとして、正しいものはどれか。Ａ 銅Ｂ 鉛Ｃ マグネシウムＤ 亜鉛Ｅ スズ,,,,,,ＡとＢ,ＡとＥ,ＢとＣ,ＣとＤ,ＤとＥ,4,FALSE,FALSE,,正解は選択肢（4）です。防食には鋼よりイオン化傾向が大きい金属（犠牲陽極）を接続します。マグネシウム・亜鉛などの組合せ（ＣとＤ）が効果的です。 ＡとＢの組合せは、鋼より不活性側の金属になりやすく、犠牲陽極としての効果が期待できません。 ＡとＥも、鋼の腐食を促進する方向の電位差になり得る組合せです。 ＢとＣでは、活発金属が不足し、鋼製配管の防食目的を満たしません。 ＤとＥのみでは、最も活発な金属（マグネシウム等）が含まれず、防食効果が不十分です。,鋼製配管の電気化学防食に用いる異種金属の組合せを問う問題です。,防食には鋼よりイオン化傾向が大きい金属（犠牲陽極）を接続します。マグネシウム・亜鉛などの組合せ（ＣとＤ）が効果的です。,1:ＡとＢの組合せは、鋼より不活性側の金属になりやすく、犠牲陽極としての効果が期待できません。;2:ＡとＥも、鋼の腐食を促進する方向の電位差になり得る組合せです。;3:ＢとＣでは、活発金属が不足し、鋼製配管の防食目的を満たしません。;5:ＤとＥのみでは、最も活発な金属（マグネシウム等）が含まれず、防食効果が不十分です。,犠牲陽極法は「より活発な金属を接続する」です。金属のイオン化傾向の順序を確認してください。,field:物性・化学;terms:用語解説一覧
2026,2026年,25,single,物性・化学,otsu4-sample-25;基礎的な物理学及び基礎的な化学;kikenbutsu_otsu4.pdf;p13;過去問;乙4,物質の状態変化について、次のうち誤っているものはどれか。,,,,,,水には気体、液体および固体の３つの状態がある。,状態の変化には熱エネルギーの出入りが伴う。,沸点は外圧が高くなると低くなる。,固体から直接気体に状態変化することを昇華という。,固体が液体に変わることを融解といい、逆に液体が固体に変わることを凝固という。,3,FALSE,FALSE,,正解は選択肢（3）です。沸点は一般に外圧が高くなると高くなります。「外圧が高いと沸点が低くなる」という（3）は誤りで正答です。 水が固・液・気の三態をとる、という説明は状態変化の基本として正しいです。 状態変化に熱の出入りが伴う、という記述も学理として妥当です。 固体から直接気体になることを昇華という、という用語の説明も正しいです。 融解・凝固の定義の説明も誤りではありません。,物質の状態変化に関する誤った記述を選ぶ問題です。,沸点は一般に外圧が高くなると高くなります。「外圧が高いと沸点が低くなる」という（3）は誤りで正答です。,1:水が固・液・気の三態をとる、という説明は状態変化の基本として正しいです。;2:状態変化に熱の出入りが伴う、という記述も学理として妥当です。;4:固体から直接気体になることを昇華という、という用語の説明も正しいです。;5:融解・凝固の定義の説明も誤りではありません。,沸点は外圧が高いほど高くなる、と覚えます（高圧鍋のイメージ）。昇華・融解・凝固の用語と混同しないよう、状態変化の語句もセットで確認しましょう。,field:物性・化学;terms:用語解説一覧
2026,2026年,26,single,火災・消火・漏えい,otsu4-sample-26;危険物の性質並びにその火災予防及び消火の方法;kikenbutsu_otsu4.pdf;p14;過去問;乙4,危険物の類ごとに共通する一般的な性状について、次のうち妥当でないものはどれか。,,,,,,第１類の危険物の多くは、無色または白色の酸化性固体である。,第２類の危険物は、燃焼により有毒ガスを発生するものがあり、金属粉は、水または酸の接触により発熱・発火のおそれがある。,第３類の危険物は、自然発火性と禁水性の両方の危険性を有している物質である。,第５類の危険物は、燃焼速度が極めて大きく、加熱、衝撃、摩擦などにより発火・爆発のおそれがある。,第６類の危険物は、不燃性であるが酸化力が強く、多くは腐食性があり、蒸気は有毒である。,3,FALSE,FALSE,,正解は選択肢（3）です。第3類は自然発火性・禁水性など多様な性質を持ちますが、「すべてが自然発火性かつ禁水性」という（3）は言い過ぎで誤りです。 第1類は酸化性固体が多い、という一般的整理は妥当な記述です。 第2類は有毒ガス・金属粉の水接触等の危険がある、という説明も概ね正しいです。 第5類は燃焼速度が大きく加熱・衝撃・摩擦で危険、という整理も正しい方向です。 第6類は不燃性だが酸化力・腐食性・有毒蒸気がある、という説明も妥当です。,危険物各類の一般的性状のうち、妥当でない記述を選ぶ問題です。,第3類は自然発火性・禁水性など多様な性質を持ちますが、「すべてが自然発火性かつ禁水性」という（3）は言い過ぎで誤りです。,1:第1類は酸化性固体が多い、という一般的整理は妥当な記述です。;2:第2類は有毒ガス・金属粉の水接触等の危険がある、という説明も概ね正しいです。;4:第5類は燃焼速度が大きく加熱・衝撃・摩擦で危険、という整理も正しい方向です。;5:第6類は不燃性だが酸化力・腐食性・有毒蒸気がある、という説明も妥当です。,各類の「代表的な性質」は覚えつつ、「すべて」「必ず」など絶対表現の肢は疑いましょう。第3類は自然発火・禁水性の両方を持つ物質もあるが、すべてが両方、とは限りません。,field:火災・消火・漏えい;terms:用語解説一覧
2026,2026年,27,single,火災・消火・漏えい,otsu4-sample-27;危険物の性質並びにその火災予防及び消火の方法;kikenbutsu_otsu4.pdf;p14;過去問;乙4,第４類の危険物の貯蔵、取扱いの注意事項として、次のうち誤っているものはどれか。,,,,,,火花や高熱を発する場所に接近させない。,かくはんや流動に伴う静電気の発生をできるだけ抑制する。,発生する蒸気は、なるべく屋外の低所に排出する。,容器からの液体や蒸気の漏れには十分注意する。,引火性のある危険物を取り扱う場合には、人体に帯電した静電気を除去する。,3,FALSE,FALSE,,正解は選択肢（3）です。可燃性蒸気は比重が空気より大きい場合が多く、低所にたまりやすいです。「屋外の低所に排出する」は滞留を助長し得るため誤りで、正答は（3）です。 火花や高熱の場所に近づけない、という火気管理は正しい注意事項です。 かくはん・流動時の静電気発生を抑制する、という対策も妥当です。 容器からの漏えいに注意する、という記述も貯蔵・取扱いの基本です。 引火性液体の取扱いで人体の静電気を除去する、という注意も正しい内容です。,第4類の貯蔵・取扱いの注意の誤りを選ぶ問題です。,可燃性蒸気は比重が空気より大きい場合が多く、低所にたまりやすいです。「屋外の低所に排出する」は滞留を助長し得るため誤りで、正答は（3）です。,1:火花や高熱の場所に近づけない、という火気管理は正しい注意事項です。;2:かくはん・流動時の静電気発生を抑制する、という対策も妥当です。;4:容器からの漏えいに注意する、という記述も貯蔵・取扱いの基本です。;5:引火性液体の取扱いで人体の静電気を除去する、という注意も正しい内容です。,第4類の蒸気は空気より重く低所にたまりやすい、ため「低所へ排出」は逆効果になり得ます。換気は上方向・全体の気流を意識し、火気厳禁・静電気対策とセットで整理しましょう。,field:火災・消火・漏えい;terms:用語解説一覧
