slug,genre,title,content_status,portfolio_block,intent_type,seo_tier,seo_score,auto_decision,merge_target,primary_keyword_hint,rationale,in_keep_core,field_id,field_match,is_custom_slug,expert_pass,slug_cluster,manual_decision,notes
self-study-mistakes,独学対策,危険物取扱者試験（乙4）独学でよくある失敗【解き直し·三領域】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）独学でよくある失敗【解き直し·三領域】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
self-study-motivation,独学対策,危険物取扱者試験（乙4）独学のモチベーション維持【週次実績】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）独学のモチベーション維持【週次実績】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
self-study-schedule,独学対策,危険物乙4の独学スケジュール【週8h·三領域ローテ】,published,D学習,do,A,8,merge,study-plan,危険物乙4の独学スケジュール【週8h·三領域ローテ】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
self-study-start,独学対策,危険物取扱者試験（乙4）の独学の始め方【Day0·14日】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）の独学の始め方【Day0·14日】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
self-study-without-school,独学対策,危険物取扱者試験（乙4）を予備校なしで受ける【週8h】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）を予備校なしで受ける【週8h】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
study-plan-1year,学習計画,危険物取扱者試験（乙4）の1年学習計画【52週·四半期】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）の1年学習計画【52週·四半期】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
study-plan-3months,学習計画,危険物取扱者試験（乙4）の3か月学習計画【12週逆算】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）の3か月学習計画【12週逆算】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
study-plan-6months,学習計画,危険物取扱者試験（乙4）の6か月学習計画【26週逆算】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）の6か月学習計画【26週逆算】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
study-plan-beginner,学習計画,危険物取扱者試験（乙4）の初学者向け学習計画【8-10か月】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）の初学者向け学習計画【8-10か月】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
study-plan-working,学習計画,危険物取扱者試験（乙4）社会人向け学習計画【週9h】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）社会人向け学習計画【週9h】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
textbook-vs-past-questions,独学対策,危険物取扱者試験（乙4）のテキストと過去問の優先順位【テキスト先】,published,D学習,do,B,8,merge,textbook-selection,危険物取扱者試験（乙4）のテキストと過去問の優先順位【テキスト先】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
time-management,学習計画,危険物取扱者試験（乙4）の時間管理と習慣化【週次ブロック】,published,D学習,do,B,8,merge,study-plan,危険物取扱者試験（乙4）の時間管理と習慣化【週次ブロック】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
field-law-basics,分野別対策,危険物乙4の法令・制度の基礎【消防法と指定数量の入口】,published,E分野,do,B,56,keep,,危険物乙4の法令・制度の基礎【消防法と指定数量の入口】,分野別（field-law-basics）（スコア上位で keep 候補）,no,law,ok,no,no,field,,
field-limit-basics,分野別対策,危険物乙4の火災・消火・漏えいの基礎【初動判断の入口】,published,E分野,do,B,56,keep,,危険物乙4の火災・消火・漏えいの基礎【初動判断の入口】,分野別（field-limit-basics）（スコア上位で keep 候補）,no,limit,ok,no,no,field,,
field-rights-basics,分野別対策,危険物取扱者試験（乙4）の物性｜基礎の押さえ方【第2領域】,published,E分野,do,B,56,keep,,危険物取扱者試験（乙4）の物性｜基礎の押さえ方【第2領域】,分野別（field-rights-basics）（スコア上位で keep 候補）,no,rights,ok,no,no,field,,
past-question-strategy,過去問活用,危険物乙4の過去問の使い方【50問計測・解き直し・6週前】,published,E過去問,do,B,58,keep,,危険物乙4の過去問の使い方【50問計測・解き直し・6週前】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
past-questions-by-field,過去問活用,危険物乙4の分野別過去問の進め方【弱点1領域・10問セット】,published,E過去問,do,B,58,keep,,危険物乙4の分野別過去問の進め方【弱点1領域・10問セット】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
past-questions-by-year,過去問活用,危険物乙4の年度別過去問の進め方【直近3年・改定確認】,published,E過去問,do,B,7,merge,past-question-strategy,危険物乙4の年度別過去問の進め方【直近3年・改定確認】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
past-questions-first-attempt,過去問活用,危険物乙4で最初に解く過去問【法令10問から始める】,published,E過去問,do,B,7,merge,past-question-strategy,危険物乙4で最初に解く過去問【法令10問から始める】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
past-questions-latest-year,過去問活用,危険物乙4の直近年度過去問の使い方【50問60分・現在地確認】,published,E過去問,do,B,7,merge,past-question-strategy,危険物乙4の直近年度過去問の使い方【50問60分・現在地確認】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
past-questions-review-cycle,過去問活用,危険物乙4の過去問の解き直しサイクル【1日後・7日後・14日後】,published,E過去問,do,B,7,merge,past-question-strategy,危険物乙4の過去問の解き直しサイクル【1日後・7日後・14日後】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
past-questions-score-analysis,過去問活用,危険物乙4の演習正答率の見方【35/50との差を読む】,published,E過去問,do,B,7,merge,past-question-strategy,危険物乙4の演習正答率の見方【35/50との差を読む】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
past-questions-wrong-reasons,過去問活用,危険物乙4の誤答理由の分類【4タグで復習を分ける】,published,E過去問,do,B,7,merge,past-question-strategy,危険物乙4の誤答理由の分類【4タグで復習を分ける】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
simulation-exam-schedule,過去問活用,危険物乙4の模試日程と学習計画【月1回×3回の組み方】,published,E過去問,do,A,7,merge,past-question-strategy,危険物乙4の模試日程と学習計画【月1回×3回の組み方】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
timed-practice,過去問活用,危険物乙4の時間計測演習【15問から50問60分へ】,published,E過去問,do,B,7,merge,past-question-strategy,危険物乙4の時間計測演習【15問から50問60分へ】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
exam-day-flow,直前・当日,危険物乙4 当日の流れ【受付〜50問60分・マークの進め方】,published,F直前,do,A,68,keep,,危険物乙4 当日の流れ【受付〜50問60分・マークの進め方】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
exam-day-items,直前・当日,危険物乙4の持ち物一覧【チェックリスト】電卓・筆記用具・CBTの違い,published,F直前,do,A,68,keep,,危険物乙4の持ち物一覧【チェックリスト】電卓・筆記用具・CBTの違い,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
final-day-checklist,直前・当日,危険物乙4 前日チェックリスト【就寝・ルート・当日朝】,published,F直前,do,A,68,keep,,危険物乙4 前日チェックリスト【就寝・ルート・当日朝】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
after-pass-procedure,注意点・更新,危険物取扱者試験（乙4）合格後の手続き【免状·11/30】,published,G合格後,do,C,48,keep,,危険物取扱者試験（乙4）合格後の手続き【免状·11/30】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,after-pass,,
retake-strategy,注意点・更新,危険物取扱者試験（乙4）の再受験戦略【35/50·三領域】,published,G合格後,do,C,48,keep,,危険物取扱者試験（乙4）の再受験戦略【35/50·三領域】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
pass-only-past-questions-myth,注意点・更新,危険物乙4は過去問だけで合格できる？【35/50·三領域】,published,G合格後,do,C,6,merge,past-question-strategy,危険物乙4は過去問だけで合格できる？【35/50·三領域】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
score-gap-analysis,注意点・更新,危険物乙4の得点差分析【35/50·足切り·2週間再計測】,published,G合格後,do,C,6,merge,retake-strategy,危険物乙4の得点差分析【35/50·足切り·2週間再計測】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
study-hours-myth,注意点・更新,危険物乙4の勉強時間の神話【週8h·200時間誤解】,published,G合格後,do,C,6,merge,exam-overview,危険物乙4の勉強時間の神話【週8h·200時間誤解】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
syllabus-update-tracker,注意点・更新,危険物取扱者試験（乙4）出題範囲の更新追跡【7/1·月次】,published,G合格後,do,C,6,merge,syllabus-how-to-read,危険物取扱者試験（乙4）出題範囲の更新追跡【7/1·月次】,クラスター統合（テンプレ定義）,no,,n/a,no,no,other,,
glossary-how-to,用語ハブ活用法,危険物乙4の用語ハブの使い方【迷った語をどう引くか】,published,H用語導線,know,C,42,keep,,危険物乙4の用語ハブの使い方【迷った語をどう引くか】,KEEP_CORE（SEOハブ・必須）,yes,,n/a,no,no,other,,
weak-field-recovery,復習・苦手克服,危険物取扱者試験（乙4）の苦手分野の立て直し【最弱1領域】,published,I固有,do,C,30,keep,,危険物取扱者試験（乙4）の苦手分野の立て直し【最弱1領域】,テンプレ外の固有 slug（検索需要を人手確認）,no,,n/a,yes,no,other,,
self-study-roadmap,独学対策,危険物取扱者試験（乙4）の独学ロードマップ【12週·三領域】,published,I固有,do,B,8,merge,study-plan,危険物取扱者試験（乙4）の独学ロードマップ【12週·三領域】,クラスター統合（テンプレ定義）,no,,n/a,yes,no,other,,
affiliate-mock-exam-materials,過去問活用,危険物乙4の予想·一問一答3選【ユーキャン·成美堂2026】,published,Jアフィ,buy,B,56,keep,,危険物乙4の予想·一問一答3選【ユーキャン·成美堂2026】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-online-course-compare,独学対策,危険物乙4オンライン講座おすすめ2選｜オンスク.JPとSMART合格講座を比較【独学との併用】,published,Jアフィ,buy,B,56,keep,,危険物乙4オンライン講座おすすめ2選｜オンスク.JPとSMART合格講座を比較【独学との併用】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-problem-books,独学対策,危険物乙4のおすすめ問題集3選【TAC·公論·成美堂2026】,published,Jアフィ,buy,B,56,keep,,危険物乙4のおすすめ問題集3選【TAC·公論·成美堂2026】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
affiliate-textbooks-recommend,独学対策,危険物乙4のおすすめテキスト3選【2026年度版·独学·三領域】,published,Jアフィ,buy,B,56,keep,,危険物乙4のおすすめテキスト3選【2026年度版·独学·三領域】,アフィリエイト記事（ASPリンク済み・ポートフォリオ維持）,no,,n/a,no,no,affiliate,,
compare-similar-qualifications,試験概要,危険物取扱者（甲種・乙種・丙種）と乙4の違い,archived,A制度,do,C,9,skip,exam-overview,危険物取扱者（甲種・乙種・丙種）と乙4の違い,非公開（archived）,no,,n/a,no,no,compare,,
concurrent-exam-rules,受験・申込,危険物取扱者（乙4）と他資格の同時受験の注意点,archived,A制度,do,A,9,skip,exam-eligibility,危険物取扱者（乙4）と他資格の同時受験の注意点,非公開（archived）,no,,n/a,no,no,other,,
education-requirement,受験・申込,危険物取扱者（乙4）の学歴要件の見方,archived,A制度,do,A,9,skip,exam-eligibility,危険物取扱者（乙4）の学歴要件の見方,非公開（archived）,no,,n/a,no,no,other,,
exam-purpose-and-career,試験概要,危険物取扱者試験（乙4）の目的と取得後の活用イメージ,archived,A制度,do,C,9,skip,exam-overview,危険物取扱者試験（乙4）の目的と取得後の活用イメージ,非公開（archived）,no,,n/a,no,no,other,,
exemption-system,受験・申込,危険物取扱者試験（乙4）の免除制度の概要と確認手順,archived,A制度,do,A,9,skip,exam-eligibility,危険物取扱者試験（乙4）の免除制度の概要と確認手順,非公開（archived）,no,,n/a,no,no,other,,
first-time-exam-guide,試験概要,危険物取扱者試験（乙4）の初受験者向け・最初の2週間,archived,A制度,do,C,9,skip,study-plan,危険物取扱者試験（乙4）の初受験者向け・最初の2週間,非公開（archived）,no,,n/a,no,no,other,,
learning-app-guide,試験概要,乙4マスターの使い方（実践演習・用語・復習）,archived,A制度,do,C,9,skip,exam-overview,乙4マスターの使い方（実践演習・用語・復習）,非公開（archived）,no,,n/a,no,no,other,,
reschedule-and-absence,受験・申込,危険物取扱者試験（乙4）の欠席・再受験の手続きと学習の戻し方,archived,A制度,do,A,9,skip,exam-schedule,危険物取扱者試験（乙4）の欠席・再受験の手続きと学習の戻し方,非公開（archived）,no,,n/a,no,no,other,,
new-topics-trend,出題・形式,危険物取扱者試験（乙4）の近年の出題傾向の読み方,archived,B形式,do,C,7,skip,syllabus-how-to-read,危険物取扱者試験（乙4）の近年の出題傾向の読み方,非公開（archived）,no,,n/a,no,no,other,,
scope-revision-history,出題・形式,危険物取扱者試験（乙4）の出題範囲の改定履歴の見方,archived,B形式,do,C,7,skip,syllabus-how-to-read,危険物取扱者試験（乙4）の出題範囲の改定履歴の見方,非公開（archived）,no,,n/a,no,no,other,,
scope-vs-past-questions,出題・形式,危険物取扱者試験（乙4）の出題範囲と実践演習・過去問の対応,archived,B形式,do,C,7,skip,syllabus-how-to-read,危険物取扱者試験（乙4）の出題範囲と実践演習・過去問の対応,非公開（archived）,no,,n/a,no,no,other,,
cbt-computer-exam,出題・形式,危険物取扱者試験（乙4）のCBT・統一試験（マークシート）の違い,archived,B形式,do,C,5,skip,,危険物取扱者試験（乙4）のCBT・統一試験（マークシート）の違い,非公開（archived）,no,,n/a,no,no,other,,
difficulty-for-beginners,合格・難易度,危険物取扱者試験（乙4）は初学者でも受かる？見極めと学習の進め方,archived,C難易度,do,A,8,skip,exam-overview,危険物取扱者試験（乙4）は初学者でも受かる？見極めと学習の進め方,非公開（archived）,no,,n/a,no,no,other,,
pass-rate-how-to-read,合格・難易度,危険物取扱者試験（乙4）の合格率統計の読み方,archived,C難易度,do,A,8,skip,exam-overview,危険物取扱者試験（乙4）の合格率統計の読み方,非公開（archived）,no,,n/a,no,no,other,,
almost-correct-review,復習・苦手克服,危険物取扱者試験（乙4）の「なんとなく正解」の見直し,archived,D学習,do,C,8,skip,past-question-strategy,危険物取扱者試験（乙4）の「なんとなく正解」の見直し,非公開（archived）,no,,n/a,no,no,other,,
balance-work-study,学習計画,危険物取扱者試験（乙4）の仕事と勉強の両立,archived,D学習,do,B,8,skip,study-plan,危険物取扱者試験（乙4）の仕事と勉強の両立,非公開（archived）,no,,n/a,no,no,other,,
correspondence-course-guide,独学対策,危険物取扱者試験（乙4）の通信講座の選び方,archived,D学習,do,B,8,skip,exam-overview,危険物取扱者試験（乙4）の通信講座の選び方,非公開（archived）,no,,n/a,no,no,other,,
first-30-days-plan,学習計画,危険物取扱者試験（乙4）の最初の30日の学習計画,archived,D学習,do,B,8,skip,study-plan,危険物取扱者試験（乙4）の最初の30日の学習計画,非公開（archived）,no,,n/a,no,no,other,,
free-materials-online,独学対策,危険物取扱者試験（乙4）の無料学習コンテンツの活用法,archived,D学習,do,B,8,skip,exam-overview,危険物取扱者試験（乙4）の無料学習コンテンツの活用法,非公開（archived）,no,,n/a,no,no,other,,
material-update-cycle,独学対策,危険物取扱者試験（乙4）の教材の版・年度更新,archived,D学習,do,B,8,skip,syllabus-how-to-read,危険物取扱者試験（乙4）の教材の版・年度更新,非公開（archived）,no,,n/a,no,no,other,,
mistake-notebook,復習・苦手克服,危険物取扱者試験（乙4）の間違いノート,archived,D学習,do,C,8,skip,study-plan,危険物取扱者試験（乙4）の間違いノート,非公開（archived）,no,,n/a,no,no,other,,
note-taking-method,復習・苦手克服,危険物取扱者試験（乙4）の学習メモの取り方,archived,D学習,do,C,8,skip,study-plan,危険物取扱者試験（乙4）の学習メモの取り方,非公開（archived）,no,,n/a,no,no,other,,
problem-book-selection,独学対策,危険物取扱者試験（乙4）の問題集の選び方,archived,D学習,do,B,8,skip,textbook-selection,危険物取扱者試験（乙4）の問題集の選び方,非公開（archived）,no,,n/a,no,no,other,,
review-cycle-spaced,復習・苦手克服,危険物取扱者試験（乙4）の間隔復習,archived,D学習,do,C,8,skip,retake-strategy,危険物取扱者試験（乙4）の間隔復習,非公開（archived）,no,,n/a,no,no,other,,
field-law-past-question-focus,分野別対策,危険物取扱者試験（乙4）の危険物の法令｜演習の活かし方,archived,E分野,do,B,56,skip,,危険物取扱者試験（乙4）の危険物の法令｜演習の活かし方,非公開（archived）,no,law,ok,no,no,field,,
field-limit-past-question-focus,分野別対策,危険物取扱者試験（乙4）の火災・消火・漏えい｜演習の活かし方,archived,E分野,do,B,56,skip,,危険物取扱者試験（乙4）の火災・消火・漏えい｜演習の活かし方,非公開（archived）,no,limit,ok,no,no,field,,
field-rights-past-question-focus,分野別対策,危険物取扱者試験（乙4）の物性・化学｜演習の活かし方,archived,E分野,do,B,56,skip,,危険物取扱者試験（乙4）の物性・化学｜演習の活かし方,非公開（archived）,no,rights,ok,no,no,field,,
field-law-calculation,分野別対策,危険物取扱者試験（乙4）の法令・制度｜計算・指定数量の解き方,archived,E分野,do,B,6,skip,field-law-basics,危険物取扱者試験（乙4）の法令・制度｜計算・指定数量の解き方,非公開（archived）,no,law,ok,no,no,field,,
field-law-case-study,分野別対策,危険物取扱者試験（乙4）の法令・制度｜事例・場面問題の読み方,archived,E分野,do,B,6,skip,field-law-basics,危険物取扱者試験（乙4）の法令・制度｜事例・場面問題の読み方,非公開（archived）,no,law,ok,no,no,field,,
field-law-frequent-topics,分野別対策,危険物取扱者試験（乙4）の法令・制度｜頻出論点の整理,archived,E分野,do,B,6,skip,field-law-basics,危険物取扱者試験（乙4）の法令・制度｜頻出論点の整理,非公開（archived）,no,law,ok,no,no,field,,
field-limit-calculation,分野別対策,危険物取扱者試験（乙4）の火災・消火・漏えい｜計算・指定数量の解き方,archived,E分野,do,B,6,skip,field-limit-basics,危険物取扱者試験（乙4）の火災・消火・漏えい｜計算・指定数量の解き方,非公開（archived）,no,limit,ok,no,no,field,,
field-limit-case-study,分野別対策,危険物取扱者試験（乙4）の火災・消火・漏えい｜事例・場面問題の読み方,archived,E分野,do,B,6,skip,field-limit-basics,危険物取扱者試験（乙4）の火災・消火・漏えい｜事例・場面問題の読み方,非公開（archived）,no,limit,ok,no,no,field,,
field-limit-frequent-topics,分野別対策,危険物取扱者試験（乙4）の火災・消火・漏えい｜頻出論点の整理,archived,E分野,do,B,6,skip,field-limit-basics,危険物取扱者試験（乙4）の火災・消火・漏えい｜頻出論点の整理,非公開（archived）,no,limit,ok,no,no,field,,
field-rights-calculation,分野別対策,危険物取扱者試験（乙4）の物性｜計算・換算の解き方,archived,E分野,do,B,6,skip,field-rights-basics,危険物取扱者試験（乙4）の物性｜計算・換算の解き方,非公開（archived）,no,rights,ok,no,no,field,,
field-rights-case-study,分野別対策,危険物取扱者試験（乙4）の物性｜事例・場面問題の読み方,archived,E分野,do,B,6,skip,field-rights-basics,危険物取扱者試験（乙4）の物性｜事例・場面問題の読み方,非公開（archived）,no,rights,ok,no,no,field,,
field-rights-frequent-topics,分野別対策,危険物取扱者試験（乙4）の物性｜頻出論点の整理,archived,E分野,do,B,6,skip,field-rights-basics,危険物取扱者試験（乙4）の物性｜頻出論点の整理,非公開（archived）,no,rights,ok,no,no,field,,
bookmark-review-method,過去問活用,危険物取扱者試験（乙4）のブックマーク復習の使い方,archived,E過去問,do,B,7,skip,past-question-strategy,危険物取扱者試験（乙4）のブックマーク復習の使い方,非公開（archived）,no,,n/a,no,no,other,,
drill-volume-guide,過去問活用,危険物取扱者試験（乙4）の演習問題量の目安,archived,E過去問,do,B,7,skip,past-question-strategy,危険物取扱者試験（乙4）の演習問題量の目安,非公開（archived）,no,,n/a,no,no,other,,
ichimon-practice,過去問活用,危険物取扱者試験（乙4）の一問一答の活用法,archived,E過去問,do,B,7,skip,past-question-strategy,危険物取扱者試験（乙4）の一問一答の活用法,非公開（archived）,no,,n/a,no,no,other,,
mock-exam-how-to,過去問活用,危険物取扱者試験（乙4）の模擬試験の使い方,archived,E過去問,do,B,7,skip,past-question-strategy,危険物取扱者試験（乙4）の模擬試験の使い方,非公開（archived）,no,,n/a,no,no,other,,
essay-practice-method,過去問活用,危険物取扱者試験（乙4）に記述問題はない（四肢択一のみ）,archived,E過去問,do,B,5,skip,,危険物取扱者試験（乙4）に記述問題はない（四肢択一のみ）,非公開（archived）,no,,n/a,no,no,other,,
exam-day-time-allocation,直前・当日,危険物取扱者試験（乙4）当日の時間配分,archived,F直前,do,A,8,skip,final-day-checklist,危険物取扱者試験（乙4）当日の時間配分,非公開（archived）,no,,n/a,no,no,other,,
exam-day-troubleshooting,直前・当日,危険物取扱者試験（乙4）当日のトラブル対応,archived,F直前,do,A,8,skip,final-day-checklist,危険物取扱者試験（乙4）当日のトラブル対応,非公開（archived）,no,,n/a,no,no,other,,
