slug,title,category,tags,summary,confusion_point,pattern_rows,article_title,article_lead,exam_points,common_mistakes,memory_tip,related_terms,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer
lorry-idou-same-s33,タンクローリーと移動タンクを混同する誤り（数値確認）,法令・制度,タンクローリー;移動タンク貯蔵所,基準・届出・容量規制の混同。,タンクローリーと移動タンク貯蔵所の混同。,"[{""topic"": ""混同"", ""wrong"": ""タンクローリーと移動タンクを混同する誤りの条文をタンクローリーに適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""タンクローリーの主語をタンクローリーと移動タンクを混同する誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}]",タンクローリーと移動タンクを混同する誤り｜乙4,基準・届出・容量規制の混同。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,タンクローリー≠移動タンク貯蔵所;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「タンクローリーと移動タンク貯蔵所は別」。,タンクローリー;移動タンク貯蔵所,「タンクローリーと移動タンクを混同する誤り（数値確認）」で最初に確認すべき点は？,タンクローリーと移動タンクを混同する誤りではタンクローリーの義務主体と実施タイミングを先に固定してください。数値確認の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験ではタンクローリー≠移動タンク貯蔵所をセットで確認してください。,「タンクローリーと移動タンクを混同する誤り」の典型誤答パターンは？,タンクローリーと移動タンク貯蔵所の混同。 過去問ではタンクローリーに関する逆転肢や、類似制度の数値流用に注意してください。 試験ではタンクローリー≠移動タンク貯蔵所をセットで確認してください。 誤答では同一視に注意してください。,「タンクローリーと移動タンクを混同する誤り」の復習の進め方（数値確認）は？,タンクローリーと移動タンクを混同する誤りは数値・単位・条件をセットで暗記してください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験ではタンクローリー≠移動タンク貯蔵所をセットで確認してください。,「タンクローリーと移動タンクを混同する誤り」の関連条文・資料は？,用語集の「タンクローリー」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験ではタンクローリー≠移動タンク貯蔵所をセットで確認してください。
yobou-kanri-same-s33,予防規程と火災予防を混同する誤り（数値確認）,法令・制度,予防規程;火災予防,規程作成・認可と予防活動の混同。,予防規程と火災予防の混同。,"[{""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""予防規程と火災予防を混同する誤りの条文を火災予防に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""火災予防の主語を予防規程と火災予防を混同する誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}]",予防規程と火災予防を混同する誤り｜乙4,規程作成・認可と予防活動の混同。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,予防規程≠火災予防;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「予防規程と火災予防は別」。予防規程≠火災予防。,予防規程;火災予防,「予防規程と火災予防を混同する誤り（数値確認）」で最初に確認すべき点は？,予防規程と火災予防を混同する誤りでは予防規程の義務主体と実施タイミングを先に固定してください。数値確認の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では予防規程≠火災予防をセットで確認してください。,「予防規程と火災予防を混同する誤り」の典型誤答パターンは？,予防規程と火災予防の混同。 過去問では予防規程に関する逆転肢や、類似制度の数値流用に注意してください。 試験では予防規程≠火災予防をセットで確認してください。 誤答では同一視に注意してください。 覚え方：「予防規程と火災予防は別」。,「予防規程と火災予防を混同する誤り」の復習の進め方（数値確認）は？,予防規程と火災予防を混同する誤りは数値・単位・条件をセットで暗記してください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では予防規程≠火災予防をセットで確認してください。,「予防規程と火災予防を混同する誤り」の関連条文・資料は？,用語集の「予防規程」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では予防規程≠火災予防をセットで確認してください。 誤答では同一視に注意してください。
dai4-all-same-s33,すべて第4類とする誤り（数値確認）,法令・制度,第4類危険物;危険物の分類,6類分類を無視し全品目第4類とする誤り。,第4類危険物と危険物の分類の混同。,"[{""topic"": ""混同"", ""wrong"": ""すべて第4類とする誤りの条文を第4類危険物に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""第4類危険物の主語をすべて第4類とする誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}]",すべて第4類とする誤り｜乙4,6類分類を無視し全品目第4類とする誤り。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,第4類危険物≠危険物の分類;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「第4類危険物と危険物の分類は別」。,第4類危険物;危険物の分類,「すべて第4類とする誤り（数値確認）」で最初に確認すべき点は？,すべて第4類とする誤りでは第4類危険物の義務主体と実施タイミングを先に固定してください。数値確認の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では第4類危険物≠危険物の分類をセットで確認してください。,「すべて第4類とする誤り」の典型誤答パターンは？,第4類危険物と危険物の分類の混同。 過去問では第4類危険物に関する逆転肢や、類似制度の数値流用に注意してください。 試験では第4類危険物≠危険物の分類をセットで確認してください。 誤答では同一視に注意してください。,「すべて第4類とする誤り」の復習の進め方（数値確認）は？,すべて第4類とする誤りは数値・単位・条件をセットで暗記してください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では第4類危険物≠危険物の分類をセットで確認してください。,「すべて第4類とする誤り」の関連条文・資料は？,用語集の「第4類危険物」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では第4類危険物≠危険物の分類をセットで確認してください。
tank-same-s33,屋外・屋内タンク基準同一の誤り（数値確認）,法令・制度,屋外タンク貯蔵所;屋内タンク貯蔵所の基準,タンク場所による基準差を無視する誤り。,屋外タンク貯蔵所と屋内タンク貯蔵所の基準の混同。,"[{""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""屋外・屋内タンク基準同一の誤りの条文を屋内タンク貯蔵所の基準に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""屋内タンク貯蔵所の基準の主語を屋外・屋内タンク基準同一の誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}]",屋外・屋内タンク基準同一の誤り｜乙4,タンク場所による基準差を無視する誤り。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,屋外タンク貯蔵所≠屋内タンク貯蔵所の基準;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「屋外タンク貯蔵所と屋内タンク貯蔵所の基準は別」。,屋外タンク貯蔵所;屋内タンク貯蔵所の基準,「屋外・屋内タンク基準同一の誤り（数値確認）」で最初に確認すべき点は？,屋外・屋内タンク基準同一の誤りでは屋外タンク貯蔵所の義務主体と実施タイミングを先に固定してください。数値確認の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では屋外タンク貯蔵所≠屋内タンク貯蔵所の基準をセットで確認してください。,「屋外・屋内タンク基準同一の誤り」の典型誤答パターンは？,屋外タンク貯蔵所と屋内タンク貯蔵所の基準の混同。 過去問では屋外タンク貯蔵所に関する逆転肢や、類似制度の数値流用に注意してください。 試験では屋外タンク貯蔵所≠屋内タンク貯蔵所の基準をセットで確認してください。,「屋外・屋内タンク基準同一の誤り」の復習の進め方（数値確認）は？,屋外・屋内タンク基準同一の誤りは数値・単位・条件をセットで暗記してください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では屋外タンク貯蔵所≠屋内タンク貯蔵所の基準をセットで確認してください。,「屋外・屋内タンク基準同一の誤り」の関連条文・資料は？,用語集の「屋外タンク貯蔵所」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では屋外タンク貯蔵所≠屋内タンク貯蔵所の基準をセットで確認してください。
ido-hiki-same-s33,移送と引渡しを同一視する誤り（数値確認）｜s33,法令・制度,移送;譲渡・引渡し,届出類型・手続を同一とする誤り。,移送と譲渡・引渡しの混同。,"[{""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""移送と引渡しを同一視する誤りの条文を譲渡・引渡しに適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""譲渡・引渡しの主語を移送と引渡しを同一視する誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}]",移送と引渡しを同一視する誤り｜乙4,届出類型・手続を同一とする誤り。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,移送≠譲渡・引渡し;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「移送と譲渡・引渡しは別」。移送≠譲渡・引渡し。,移送;譲渡・引渡し,「移送と引渡しを同一視する誤り（数値確認）」で最初に確認すべき点は？,移送と引渡しを同一視する誤りでは移送の義務主体と実施タイミングを先に固定してください。数値確認の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では移送≠譲渡・引渡しをセットで確認してください。,「移送と引渡しを同一視する誤り」の典型誤答パターンは？,移送と譲渡・引渡しの混同。 過去問では移送に関する逆転肢や、類似制度の数値流用に注意してください。 試験では移送≠譲渡・引渡しをセットで確認してください。 誤答では同一視に注意してください。 覚え方：「移送と譲渡・引渡しは別」。,「移送と引渡しを同一視する誤り」の復習の進め方（数値確認）は？,移送と引渡しを同一視する誤りは数値・単位・条件をセットで暗記してください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では移送≠譲渡・引渡しをセットで確認してください。,「移送と引渡しを同一視する誤り」の関連条文・資料は？,用語集の「移送」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では移送≠譲渡・引渡しをセットで確認してください。 誤答では同一視に注意してください。
setsubi-katsudo-same-s33,消火設備と消火活動を混同する誤り（数値確認）,火災・消火・漏えい,消火設備;消火活動,設備設置基準と消火行為の混同。,消火設備と消火活動の混同。,"[{""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""消火活動の主語を消火設備と消火活動を混同する誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""消火設備と消火活動を混同する誤りの条文を消火活動に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}]",消火設備と消火活動を混同する誤り｜乙4,設備設置基準と消火行為の混同。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,消火設備≠消火活動;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「消火設備と消火活動は別」。消火設備≠消火活動。,消火設備;消火活動,「消火設備と消火活動を混同する誤り（数値確認）」で最初に確認すべき点は？,消火設備と消火活動を混同する誤りでは消火設備の義務主体と実施タイミングを先に固定してください。数値確認の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では消火設備≠消火活動をセットで確認してください。,「消火設備と消火活動を混同する誤り」の典型誤答パターンは？,消火設備と消火活動の混同。 過去問では消火設備に関する逆転肢や、類似制度の数値流用に注意してください。 試験では消火設備≠消火活動をセットで確認してください。 誤答では同一視に注意してください。 覚え方：「消火設備と消火活動は別」。,「消火設備と消火活動を混同する誤り」の復習の進め方（数値確認）は？,消火設備と消火活動を混同する誤りは数値・単位・条件をセットで暗記してください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では消火設備≠消火活動をセットで確認してください。,「消火設備と消火活動を混同する誤り」の関連条文・資料は？,用語集の「消火設備」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では消火設備≠消火活動をセットで確認してください。 誤答では同一視に注意してください。
miman-ijou-same-s33,指定数量未満を無視する誤り（数値確認）,法令・制度,指定数量未満;指定数量,未満での軽減基準を適用しない誤り。,指定数量未満と指定数量の混同。,"[{""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""指定数量の主語を指定数量未満を無視する誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""指定数量未満を無視する誤りの条文を指定数量に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}]",指定数量未満を無視する誤り｜乙4,未満での軽減基準を適用しない誤り。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,指定数量未満≠指定数量;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「指定数量未満と指定数量は別」。,指定数量未満;指定数量,「指定数量未満を無視する誤り（数値確認）」で最初に確認すべき点は？,指定数量未満を無視する誤りでは指定数量未満の義務主体と実施タイミングを先に固定してください。数値確認の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では指定数量未満≠指定数量をセットで確認してください。,「指定数量未満を無視する誤り」の典型誤答パターンは？,指定数量未満と指定数量の混同。 過去問では指定数量未満に関する逆転肢や、類似制度の数値流用に注意してください。 試験では指定数量未満≠指定数量をセットで確認してください。 誤答では同一視に注意してください。,「指定数量未満を無視する誤り」の復習の進め方（数値確認）は？,指定数量未満を無視する誤りは数値・単位・条件をセットで暗記してください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では指定数量未満≠指定数量をセットで確認してください。,「指定数量未満を無視する誤り」の関連条文・資料は？,用語集の「指定数量未満」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では指定数量未満≠指定数量をセットで確認してください。
seizo-chozo-same-s34,製造所と貯蔵所を混同する誤り（頻出整理）,法令・制度,製造所;タンク貯蔵所,製造・貯蔵の基準・届出混同。,製造所とタンク貯蔵所の混同。,"[{""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""タンク貯蔵所の主語を製造所と貯蔵所を混同する誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""製造所と貯蔵所を混同する誤りの条文をタンク貯蔵所に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}]",製造所と貯蔵所を混同する誤り｜乙4,製造・貯蔵の基準・届出混同。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,製造所≠タンク貯蔵所;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「製造所とタンク貯蔵所は別」。,製造所;タンク貯蔵所,「製造所と貯蔵所を混同する誤り（頻出整理）」で最初に確認すべき点は？,製造所と貯蔵所を混同する誤りでは製造所の義務主体と実施タイミングを先に固定してください。頻出整理の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では製造所≠タンク貯蔵所をセットで確認してください。,「製造所と貯蔵所を混同する誤り」の典型誤答パターンは？,製造所とタンク貯蔵所の混同。 過去問では製造所に関する逆転肢や、類似制度の数値流用に注意してください。 試験では製造所≠タンク貯蔵所をセットで確認してください。 誤答では同一視に注意してください。 覚え方：「製造所とタンク貯蔵所は別」。,「製造所と貯蔵所を混同する誤り」の復習の進め方（頻出整理）は？,製造所と貯蔵所を混同する誤りは頻出論点を型別に整理してから過去問へ進んでください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では製造所≠タンク貯蔵所をセットで確認してください。,「製造所と貯蔵所を混同する誤り」の関連条文・資料は？,用語集の「製造所」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では製造所≠タンク貯蔵所をセットで確認してください。 誤答では同一視に注意してください。
dai4-infl-same-s34,第4類と引火性液体を混同（頻出整理）,物性・化学,第4類危険物;引火性液体,分類と物性の混同。第4類危険物と引火性液体の混同。,第4類危険物と引火性液体の混同。,"[{""topic"": ""逆転"", ""wrong"": ""第4類危険物の主語を第4類と引火性液体を混同に"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""第4類と引火性液体を混同の条文を第4類危険物に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}]",第4類と引火性液体を混同｜乙4,分類と物性の混同。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,第4類危険物≠引火性液体;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「第4類危険物と引火性液体は別」。,第4類危険物;引火性液体,「第4類と引火性液体を混同（頻出整理）」で最初に確認すべき点は？,第4類と引火性液体を混同では第4類危険物の義務主体と実施タイミングを先に固定してください。頻出整理の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では第4類危険物≠引火性液体をセットで確認してください。,「第4類と引火性液体を混同」の典型誤答パターンは？,第4類危険物と引火性液体の混同。 過去問では第4類危険物に関する逆転肢や、類似制度の数値流用に注意してください。 試験では第4類危険物≠引火性液体をセットで確認してください。 誤答では同一視に注意してください。,「第4類と引火性液体を混同」の復習の進め方（頻出整理）は？,第4類と引火性液体を混同は頻出論点を型別に整理してから過去問へ進んでください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では第4類危険物≠引火性液体をセットで確認してください。,「第4類と引火性液体を混同」の関連条文・資料は？,用語集の「第4類危険物」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では第4類危険物≠引火性液体をセットで確認してください。
shoka-awase-same-s34,消火設備を同一視する誤り（頻出整理）,火災・消火・漏えい,消火設備;消火設備の区分,放水・泡等の設備混同。消火設備と消火設備の区分の混同。,消火設備と消火設備の区分の混同。,"[{""topic"": ""混同"", ""wrong"": ""消火設備を同一視する誤りの条文を消火設備に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}, {""topic"": ""逆転"", ""wrong"": ""消火設備の主語を消火設備を同一視する誤りに"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}]",消火設備を同一視する誤り｜乙4,放水・泡等の設備混同。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,消火設備≠消火設備の区分;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「消火設備と消火設備の区分は別」。,消火設備;消火設備の区分,「消火設備を同一視する誤り（頻出整理）」で最初に確認すべき点は？,消火設備を同一視する誤りでは消火設備の義務主体と実施タイミングを先に固定してください。頻出整理の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験では消火設備≠消火設備の区分をセットで確認してください。,「消火設備を同一視する誤り」の典型誤答パターンは？,消火設備と消火設備の区分の混同。 過去問では消火設備に関する逆転肢や、類似制度の数値流用に注意してください。 試験では消火設備≠消火設備の区分をセットで確認してください。 誤答では同一視に注意してください。,「消火設備を同一視する誤り」の復習の進め方（頻出整理）は？,消火設備を同一視する誤りは頻出論点を型別に整理してから過去問へ進んでください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験では消火設備≠消火設備の区分をセットで確認してください。,「消火設備を同一視する誤り」の関連条文・資料は？,用語集の「消火設備」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験では消火設備≠消火設備の区分をセットで確認してください。 誤答では同一視に注意してください。
chozo-tori-same-s34,貯蔵所と取扱所を混同（頻出整理）,法令・制度,タンク貯蔵所;一般取扱所の基準,基準・届出の混同。タンク貯蔵所と一般取扱所の基準の混同。,タンク貯蔵所と一般取扱所の基準の混同。,"[{""topic"": ""逆転"", ""wrong"": ""タンク貯蔵所の主語を貯蔵所と取扱所を混同に"", ""correct"": ""主語・条件を下線"", ""trap"": ""主語入替""}, {""topic"": ""数値"", ""wrong"": ""数値だけ暗記"", ""correct"": ""数値+条件をセット"", ""trap"": ""数値誤""}, {""topic"": ""混同"", ""wrong"": ""貯蔵所と取扱所を混同の条文をタンク貯蔵所に適用"", ""correct"": ""根拠法ごとに整理"", ""trap"": ""条文混同""}, {""topic"": ""条件"", ""wrong"": ""条件文を読まずに選択"", ""correct"": ""条件文の主語・時点を確認"", ""trap"": ""条件誤""}]",貯蔵所と取扱所を混同｜乙4,基準・届出の混同。正しい整理を表にまとめてください。数値・日程・合格基準は消防試験研究センター（https://www.shoubo-shiken.or.jp/kikenbutsu/）の試験要項で必ずご確認ください。,タンク貯蔵所≠一般取扱所の基準;倍数・設備;品名表;試験の正誤肢に注意,同一視;倍数無視;設備不要;試験の正誤肢に注意,「タンク貯蔵所と一般取扱所の基準は別」。,タンク貯蔵所;一般取扱所の基準,「貯蔵所と取扱所を混同（頻出整理）」で最初に確認すべき点は？,貯蔵所と取扱所を混同ではタンク貯蔵所の義務主体と実施タイミングを先に固定してください。頻出整理の観点では、比較表の1行目に「誰が・いつ・何を」を書くと誤答が減ります。 試験ではタンク貯蔵所≠一般取扱所の基準をセットで確認してください。,「貯蔵所と取扱所を混同」の典型誤答パターンは？,タンク貯蔵所と一般取扱所の基準の混同。 過去問ではタンク貯蔵所に関する逆転肢や、類似制度の数値流用に注意してください。 試験ではタンク貯蔵所≠一般取扱所の基準をセットで確認してください。 誤答では同一視に注意してください。,「貯蔵所と取扱所を混同」の復習の進め方（頻出整理）は？,貯蔵所と取扱所を混同は頻出論点を型別に整理してから過去問へ進んでください。 誤答した設問は原因（主体・手順・数値・記録）をタグ付けして再演習してください。 試験ではタンク貯蔵所≠一般取扱所の基準をセットで確認してください。,「貯蔵所と取扱所を混同」の関連条文・資料は？,用語集の「タンク貯蔵所」と関連法令・試験要項を照合してください。 直前は誤答ノートと本ページを往復し、同型の引っかけを連続で解いてください。 試験ではタンク貯蔵所≠一般取扱所の基準をセットで確認してください。
